data_captura,conjunto,arquivo_origem,registro_hash,auditor,bairro,bairro_resp,categ_reg,cd_cvm,cep,cep_resp,cnpj_auditor,cnpj_cia,compl,compl_resp,controle_acionario,ddd_fax,ddd_fax_resp,ddd_tel,ddd_tel_resp,denom_comerc,denom_social,dt_cancel,dt_const,dt_ini_categ,dt_ini_resp,dt_ini_sit,dt_ini_sit_emissor,dt_reg,email,email_resp,fax,fax_resp,logradouro,logradouro_resp,motivo_cancel,mun,mun_resp,pais,pais_resp,resp,setor_ativ,sit,sit_emissor,tel,tel_resp,tp_ender,tp_merc,tp_resp,uf,uf_resp
2026-06-18,cvm_cadastro_companhias_abertas,,ab463f3c5927a4577eec0196,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Centro,Centro,Categoria B,8036,2008-00-02,2008-00-02,49.928.567/0001-11,60.444.437/0001-46,168,"Bloco 1, 2° andar",PRIVADO HOLDING,21,,21,21,LIGHT,LIGHT SERVIÇOS DE ELETRICIDADE SA,,1904-06-30,2010-01-01,2026-04-22,1968-11-25,1968-11-25,1968-11-25,ri@light.com.br,ri@light.com.br,2291-92-07,,Av.Marechal Floriano,"Avenida Marechal Floriano, 168",,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Leonardo Pimenta Gadelha,Energia Elétrica,ATIVO,FASE OPERACIONAL,2211-25-60,2211-26-23,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,a7f5e123b0572cb4f29ce5c6,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",JORDANÓPOLIS,JORDANÓPOLIS,,12360,9893000,9893000,62.650.403/0001-33,48.071.716/0001-06,,,PRIVADO,11,11,11,11,LIMASA,LIMASA SA,2007-02-14,1959-03-06,,1985-05-20,2007-02-14,,1985-05-20,,,4521463,4521463,ROD ANCHIETA S/N KM 17 + 500 M,"ROD ANCHIETA S/N KM 17,5",CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,SÃO BERNARDO DO CAMPO,SÃO BERNARDO DO CAMPO,BRASIL,,ODILON PEREIRA DA CRUZ,Metalurgia e Siderurgia,CANCELADA,,4488177,4488177,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,1fbe93c55eab857e46b42c5b,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Agua Santa,AGUA SANTA,,16853,2074-51-50,2074-51-50,49.928.567/0001-11,00.974.211/0001-25,s/n,DO PEDÁGIO,PRIVADO HOLDING,021,21,021,21,LINHA AMARELA S./A.,LINHA AMARELA S.A.- LAMSA,2003-05-06,1995-11-21,,1998-02-02,2003-05-06,,1998-02-02,"dri@lamsa.com.br, governancacorporativa@invepar.com.br",dmoreno@lamsa.com.br,2211-13-00,2595-56-70,"Av. Governador Carlos Lacerda, s/n",AV. CARLOS LACERDA S/Nº - PÇA,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,DAMIÃO CARLOS MORENO TAVARES,Serviços Transporte e Logística,CANCELADA,,2211-13-00,2596-51-66,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,43929d6e36d10bb4d30137f0,KPMG AUDITORES INDEPENDENTES LTDA.,Agua Santa,Centro,Categoria B,24937,2074-51-50,2021003,57.755.217/0001-29,00.974.211/0001-25,s/n,2000,,021,,021,21,LINHA AMARELA S./A.,LINHA AMARELA S.A.- LAMSA,,1995-11-21,2020-04-08,2026-05-13,2020-04-08,2019-11-01,2020-04-08,"dri@lamsa.com.br, governancacorporativa@invepar.com.br",dri@lamsa.com.br,2211-13-00,,"Av. Governador Carlos Lacerda, s/n",Avenida Presidente Vargas,,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Alexandre Wolynec,Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,2211-13-00,995179264,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,405a13e29d35b777ba594413,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Centro,Botafogo,Categoria B,23680,3677-09-01,2225-09-06,61.366.936/0001-25,10.234.027/0001-00,(parte),Ed. Argentina,PRIVADO,21,,21,21,LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.,LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.,,2008-07-07,2015-08-12,2022-06-10,2015-08-12,2015-06-26,2015-08-12,ri@energisa.com.br,ri@energisa.com.br,3077-00-60,,"Praça Rui Barbosa, nº 80","Praia de Botafogo, n.º 228/13º andar",,CATAGUASES,RIO DE JANEIRO,BRASIL,,Mauricio Perez Botelho,Energia Elétrica,ATIVO,FASE OPERACIONAL,3077-00-77,2122-95-21,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,b5b2cac51f9767d964c72706,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Centro,Centro,Categoria B,23671,3677-09-01,2225-09-06,61.366.936/0001-25,10.240.186/0001-00,(parte),Ed. Argentina,PRIVADO,21,,32,21,LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.,LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.,,2008-07-07,2015-08-12,2022-06-10,2015-08-12,2015-06-26,2015-08-12,ri@energisa.com.br,ri@energisa.com.br,3077-00-60,,"Praça Rui Barbosa, nº 80","Praia de Botafogo, n.º 228/13º andar",,CATAGUASES,RIO DE JANEIRO,BRASIL,,Mauricio Perez Botelho,Energia Elétrica,ATIVO,FASE OPERACIONAL,3429-60-00,2122-95-21,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,bb962b1217f0f22e3e59dab7,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,PINHEIROS,PINHEIROS,Categoria A,23035,5425902,5425902,61.366.936/0001-25,06.948.969/0001-75,Nº 7221 - 20º ANDAR,20° ANDAR,PRIVADO,11,11,11,11,,LINX S.A.,2021-08-02,2004-07-20,2013-02-06,2021-07-01,2021-08-02,2012-12-06,2013-02-06,ri@linx.com.br,ri@linx.com.br,2103-15-43,2103-15-31,AVENIDA DOUTORA RUTH CARDOSO,"AVENIDA DOUTORA RUTH CARDOSO,",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,,,RAFAEL MARTINS PEREIRA,Comunicação e Informática,CANCELADA,FASE OPERACIONAL,2103-15-75,2103-15-31,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,1a04189e7b18862b15bfe3df,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,,,,8044,1515000,1515000,49.928.567/0001-11,61.064.689/0001-02,,,PRIVADO,,0011,11,11,LION,LION SA,1988-05-19,,,1982-09-10,1988-05-19,,1982-09-10,,,,,PCA ALBERTO LION 100/B CAMBUCI,"PC.NOVE DE JULHO, 100",ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,SÃO PAULO,SÃO PAULO,BRASIL,,ROBERTO PACHECO FERNANDES,"Máquinas, Equipamentos, Veículos e Peças",CANCELADA,,2780211,2780211,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,245a488813d42039d1da90ac,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,,,,13714,4565000,4565000,61.562.112/0001-20,53.026.472/0001-80,,,PRIVADO,,0011,11,11,LISTEL,LISTEL LISTAS TELEFONICAS SA,1991-01-14,,,1990-07-19,1991-01-14,,1990-07-19,,,,,RUA FLORIDA 1738,RUA FLORIDA 1738,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,SÃO PAULO,SÃO PAULO,BRASIL,,RONALD JEAN DEGEN,Gráficas e Editoras,CANCELADA,,5425633,5425633,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,40da7a1d60350abce56e778b,BAKER TILLY BRASIL RJ AUDITORES INDEPENDENTES LTDA.,Barra da Tijuca,Centro,Categoria A,15091,2277-50-03,2277-50-03,13.859.935/0001-70,00.743.065/0001-27,3000 - sala 4098,3000 - sala 4098,PRIVADO,21,,21,21,LITEL PARTICIPACOES,LITEL PARTICIPACOES SA,,1995-10-01,2010-01-01,2020-05-29,1995-10-18,2000-12-31,1995-10-18,governance@eximiacapital.com,governance@eximiacapital.com,2128-55-01,,Av. Ayrton Senna,Av. Ayrton Senna,,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,CARLOS EDUARDO REICH DE SAMPAIO,Emp. Adm. Part. - Extração Mineral,ATIVO,FASE OPERACIONAL,2128-55-43,3596-04-00,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,078954fd254e6122d9c9cc83,BAKER TILLY BRASIL RJ AUDITORES INDEPENDENTES LTDA.,Barra da Tijuca,CENTRO,Categoria A,24759,2277-50-03,2001-19-01,13.859.935/0001-70,05.495.546/0001-84,3000 - sala 4098,3000 - SALA 4098,PRIVADO,21,0,21,21,LITELA PARTICIPAÇÕES S.A.,LITELA PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO,,2003-01-30,2019-09-05,2020-12-18,2019-09-05,2020-12-18,2019-09-05,governance@eximiacapital.com,governance@eximiacapital.com,2185-55-00,0,Av. Ayrton Senna,AV. AYRTON SENNA,,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,EXIMIA CAPITAL PARTNERS LTDA,Emp. Adm. Part. - Extração Mineral,ATIVO,LIQUIDAÇÃO EXTRAJUDICIAL,3596-04-00,3596-04-00,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,5ce02286afa67a5f39470d28,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Iguape,Vila Olímpia,Categoria A,25895,4565-83-35,4551065,61.366.936/0001-25,05.917.486/0001-40,Polo de Informática,Bloco C Conj 41 e 42,PRIVADO,,,11,11,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,,2003-10-02,2021-05-13,2024-02-01,2021-05-13,2021-02-22,2021-05-13,ri@wdcnet.com.br,ri@wdcnet.com.br,,,"Rodovia BA-262, Ilhéus x Uruçuca, s/nº, Km 2,8 Quadra A","Av. Chedid Jafet, 222",,ILHÉUS,SÃO PAULO,BRASIL,,FELIPE LUÍS ROSA MELDONIAN,Comércio (Atacado e Varejo),ATIVO,FASE OPERACIONAL,3035-37-77,3035-37-77,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,BA,SP
2026-06-18,cvm_cadastro_companhias_abertas,,9365d8805502e7f911b3d821,ROKEMBACH & CIA. AUDITORES LTDA.,CENTRO,CENTRO,Categoria A,8060,9001-00-90,9001-00-90,02.063.967/0001-48,92.724.053/0001-73,101 - 4º ANDAR,QUARTO ANDAR,PRIVADO,51,51,51,51,LIVRARIA DO GLOBO S/A,LIVRARIA DO GLOBO SA,2011-02-17,1948-01-01,2010-01-01,2008-05-30,2011-02-17,,1977-07-20,contabilidade@livrariadoglobo.com.br,dmello@livrariadoglobo.com.br,3025-60-65,3025-60-65,RUA JOSé MONTAURY,RUA JOSE MONTAURY 101,CANCELAMENTO DE OFÍCIO,PORTO ALEGRE,PORTO ALEGRE,BRASIL,,DOURIMONT SIQUEIRA DE MELLO FILHO,Comércio (Atacado e Varejo),CANCELADA,,3025-60-00,3025-60-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RS
2026-06-18,cvm_cadastro_companhias_abertas,,1da5aed0dcbe05386cedab04,,,,,8079,2225-10-00,2225-10-00,,33.038.696/0001-02,,,PRIVADO,,0021,21,21,LIVRARIA J OLYMPIO,LIVRARIA JOSE OLYMPIO EDITORA,1984-10-15,,,1968-06-28,1984-10-15,,1968-06-28,,,,,"RUA MARQUES DE OLINDA, 12","RUA MARQUES DE OLINDA, 12",ENQUADRAMENTO HIPÓTESE ESTAB P/ COML EM 29/10/79,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,ALCIDES FERNANDO M.DA SILVA,Gráficas e Editoras,CANCELADA,,2551-06-42,5510642,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,27024be927a4b2064e283592,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA,Caminho das Árvores,CAMINHO DAS ÁRVORES,Categoria B,24880,4182-07-10,4182-07-10,54.276.936/0001-79,00.389.481/0001-79,7º andar sala 703,7º ANDAR,PRIVADO,71,,71,71,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,,1995-01-10,2019-11-29,2023-07-19,2019-11-29,2019-08-28,2019-11-29,ri@lmmobilidade.com.br,ri@lmmobilidade.com.br,2102-96-41,,"Rua da Alfazema, nº 761","RUA DA ALFAZEMA, nº 761",,SALVADOR,SALVADOR,BRASIL,,Leonardo Vieira da Rocha,Emp. Adm. Part. - Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,2102-96-02,2102-96-02,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,BA,BA
2026-06-18,cvm_cadastro_companhias_abertas,,61e8aa09c8715d530c4ee9f3,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Cachoeirinha,Cachoeirinha,Categoria B,24813,3115-00-00,3115-00-00,61.562.112/0001-20,02.286.479/0001-08,,,PRIVADO HOLDING,31,,31,31,LOCALIZA  FLEET S.A.,LOCALIZA  FLEET S.A.,,1997-12-15,2019-10-10,2020-12-28,2019-10-10,2019-08-22,2019-10-10,mercado.capitais@localiza.com,mercado.capitais@localiza.com,3247-77-55,,"Avenida Bernardo de Vasconcelos, 377","Avenida Bernardo de Vasconcelos, 377",,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,Rodrigo Tavares Gonçalves de Sousa,Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,2323-71-60,3247-70-24,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,6db81b61aed078496dceebfa,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Cachoeirinha,Cachoeirinha,Categoria A,19739,3115-00-00,3115-00-00,61.562.112/0001-20,16.670.085/0001-55,377,377,PRIVADO,31,,31,31,LOCALIZA RENT A CAR,LOCALIZA RENT A CAR SA,,1973-09-14,2010-01-01,2020-12-28,2005-05-06,2005-05-06,2005-05-06,,mercado.capitais@localiza.com,3247-77-55,,Avenida Bernardo de Vasconcelos,Avenida Bernardo de Vasconcelos,,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,Rodrigo Tavares Gonçalves de Sousa,Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,3247-70-24,3247-70-24,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,b18e3376499eb1d994df8cb6,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Cachoeirinha,Cachoeirinha,Categoria A,19739,3115-00-00,3115-00-00,61.562.112/0001-20,16.670.085/0001-55,377,377,PRIVADO,31,,31,31,LOCALIZA RENT A CAR,LOCALIZA RENT A CAR SA,,1973-09-14,2010-01-01,2020-12-28,2005-05-06,2005-05-06,2005-05-06,,mercado.capitais@localiza.com,3247-77-55,,Avenida Bernardo de Vasconcelos,Avenida Bernardo de Vasconcelos,,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,Rodrigo Tavares Gonçalves de Sousa,Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,3247-70-24,3247-70-24,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,709a2b7005dae1ef55a7e27c,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Cachoeirinha,Cachoeirinha,Categoria B,21555,3115-00-00,3115-00-00,49.928.567/0001-11,04.437.534/0001-30,,,PRIVADO,31,,31,31,LOCAMERICA RENT A CAR S.A.,LOCAMÉRICA RENT-A-CAR S.A.,2023-12-31,1985-02-27,2023-02-06,2023-05-02,2023-12-31,2008-07-29,2008-07-29,mercado.capitais@localiza.com,mercado.capitais@localiza.com,3319-15-73,,"Avenida Bernardo de Vasconcelos, 377","Avenida Bernardo de Vasconcelos, 377",ELISÃO POR INCORPORAÇÃO,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,Rodrigo Tavares Gonçalves de Sousa,Serviços Transporte e Logística,CANCELADA,FASE OPERACIONAL,3247-94-60,3247-70-24,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,
2026-06-18,cvm_cadastro_companhias_abertas,,2fb3c9e561758fbda1c9851a,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Estoril,Estoril,Categoria A,23272,3045-56-10,3045561,61.366.936/0001-25,09.041.168/0001-10,Conjunto 02,"10º andar, cj 2",PRIVADO HOLDING,,,31,31,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,,2007-07-03,2018-12-17,2025-02-10,2013-11-12,2013-08-27,2013-11-12,ri@logcp.com.br,ri@logcp.com.br,,,"Av. Professor Mário Werneck, nº 621, 10º andar, BH/MG","Avenida Professor Mário Werneck, 621",,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,RAFAEL VICTAL SALIBA,"Construção Civil, Mat. Constr. e Decoração",ATIVO,FASE OPERACIONAL,3615-84-00,3615-84-10,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,
2026-06-18,cvm_cadastro_companhias_abertas,,6fc406180229cae41ea31297,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Centro,Centro,Categoria A,20710,2002-12-90,2002-12-90,61.366.936/0001-25,42.278.291/0001-24,salas 1.101 e 1.201,salas 1.101 e 1.201,PRIVADO,21,,21,21,LOG-IN LOGISTICA INTERMODAL SA,LOG-IN LOGISTICA INTERMODAL SA,,1988-07-31,2010-01-01,2020-09-01,2007-06-04,2007-06-04,2007-06-04,relacoescominvestidores@loginlogistica.com.br,relacoescominvestidores@loginlogistica.com.br,2111-67-60,,"Rua do Passeio, 78","Rua do Passeio, 78",,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Pascoal Cunha Gomes,Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,2111-65-00,2111-67-62,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,b0642bba240477925bfaae12,RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S,CENTRO CIVICO,CENTRO CÍVICO,Categoria B,23477,8053-00-00,8053-00-00,13.098.174/0001-80,19.851.496/0001-35,CJ 402,CJ. 402,PRIVADO,,0,41,41,LOGOS COMPANHIA SECURITIZADORA S/A,LOGOS COMPANHIA SECURITIZADORA S/A,2023-03-21,2014-01-28,2014-09-04,2018-02-20,2023-03-21,2014-09-04,2014-09-04,securitizacao@ethosgroup.com.br,securitizacao@ethosgroup.com.br,,0,"AVENIDA CANDIDO DE ABREU, 776","AV.CÂNDIDO DE ABREU, 776",CANCELAMENTO VOLUNTÁRIO,CURITIBA,CURITIBA,BRASIL,,PAULO NOBORO HONDA,Securitização de Recebíveis,CANCELADA,FASE OPERACIONAL,3149-71-01,3149-71-01,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,PR,PR
2026-06-18,cvm_cadastro_companhias_abertas,,e1895b6421244a318d244961,KPMG AUDITORES INDEPENDENTES LTDA.,Saúde,SAÚDE,Categoria A,8087,2008-19-02,2008-19-02,57.755.217/0001-29,33.014.556/0001-96,102,102,PRIVADO,21,0,021,21,LOJAS AMERICANAS S.A.,LOJAS AMERICANAS SA,2021-12-10,1929-05-27,2010-01-01,2021-06-10,2021-12-10,1977-07-20,1977-07-20,roberto.martins@lasa.com.br,miguel.gutierrez@lasa.com.br,2206-68-98,0,Rua Sacadura Cabral,RUA SACADURA CABRAL,ELISÃO POR INCORPORAÇÃO,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,MIGUEL GOMES PEREIRA SARMIENTO GUTIERREZ,Comércio (Atacado e Varejo),CANCELADA,FASE OPERACIONAL,2206-67-08,2206-65-03,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,3debcc449549534a6b05d34b,KPMG AUDITORES INDEPENDENTES LTDA.,Saúde,SAÚDE,Categoria A,8087,2008-19-02,2008-19-02,57.755.217/0001-29,33.014.556/0001-96,102,102,PRIVADO,21,0,021,21,LOJAS AMERICANAS S.A.,LOJAS AMERICANAS SA,2021-12-10,1929-05-27,2010-01-01,2021-06-10,2021-12-10,1977-07-20,1977-07-20,roberto.martins@lasa.com.br,miguel.gutierrez@lasa.com.br,2206-68-98,0,Rua Sacadura Cabral,RUA SACADURA CABRAL,ELISÃO POR INCORPORAÇÃO,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,MIGUEL GOMES PEREIRA SARMIENTO GUTIERREZ,Comércio (Atacado e Varejo),CANCELADA,FASE OPERACIONAL,2206-67-08,2206-65-03,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,5987b769261c1b3c83617e26,KPMG AUDITORES ASSOCIADOS,BARRA FUNDA,BARRA FUNDA,,8109,1138900,1138900,52.803.244/0001-06,33.005.703/0001-61,,,PRIVADO,11,0011,11,11,LOBRAS,LOJAS BRASILEIRAS SA LOBRAS,1999-08-04,,,1977-07-20,1999-08-04,,1977-07-20,ctblob@brasileiras.com.br,cassior@brasileiras.com.br,3660-61-77,3660-61-77,RUA JAMES HOLLAND 422/432,RUA JAMES HOLLAND 422/432,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,SÃO PAULO,SÃO PAULO,BRASIL,,CASSIO ROBERTO VIEIRA ROMANO,Comércio (Atacado e Varejo),CANCELADA,,3660-61-50,3660-61-50,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,51e2143f3afdb45cb1c89bda,MÜLLER & PREI AUDITORES INDEPENDENTES S/S - BLUMENAU,Centro,CENTRO,Categoria A,8117,8901-09-02,8901-09-02,08.020.203/0001-51,82.640.632/0001-84,3°andar,3° ANDAR,PRIVADO,47,47,47,47,LOJAS HERING,LOJAS HERING SA,2019-05-10,1950-12-29,2010-01-01,2011-12-27,2019-05-10,2010-04-27,1977-07-20,ademar@lojashering.com,ademar@lojashering.com,3035-30-00,2262-66-75,"Rua: XV de Novembro, 759","RUA: XV DE NOVEMBRO, 759",CANCELAMENTO VOLUNTÁRIO,BLUMENAU,BLUMENAU,BRASIL,,ADEMAR KLEMZ,Têxtil e Vestuário,CANCELADA,FASE OPERACIONAL,3035-30-00,3035-30-00,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SC,SC
2026-06-18,cvm_cadastro_companhias_abertas,,748ab6b6c084c2ddfc1612f4,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Vila Cachoeirinha,Vila Cachoeirinha,Categoria A,25038,9491-00-03,9491-00-03,61.366.936/0001-25,96.418.264/0218-02,nº 1943,nº 1943,PRIVADO,51,,51,51,LOJAS QUERO-QUERO S.A.,LOJAS QUERO QUERO S.A.,,1967-08-15,2020-08-06,2020-02-05,2020-08-06,2020-02-12,2020-08-06,ri@quero-quero.com.br,ri@quero-quero.com.br,3441-57-98,,Avenida General Flores da Cunha,Avenida General Flores da Cunha,,CACHOEIRINHA,CACHOEIRINHA,BRASIL,,Jean Pablo de Mello,Comércio (Atacado e Varejo),ATIVO,FASE OPERACIONAL,3441-57-98,3441-57-98,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RS
2026-06-18,cvm_cadastro_companhias_abertas,,c1c0043c221c9e4bbe481abb,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Vila Cachoeirinha,Vila Cachoeirinha,Categoria A,25038,9491-00-03,9491-00-03,61.366.936/0001-25,96.418.264/0218-02,nº 1943,nº 1943,PRIVADO,51,,51,51,LOJAS QUERO-QUERO S.A.,LOJAS QUERO QUERO S.A.,,1967-08-15,2020-08-06,2020-02-05,2020-08-06,2020-02-12,2020-08-06,ri@quero-quero.com.br,ri@quero-quero.com.br,3441-57-98,,Avenida General Flores da Cunha,Avenida General Flores da Cunha,,CACHOEIRINHA,CACHOEIRINHA,BRASIL,,Jean Pablo de Mello,Comércio (Atacado e Varejo),ATIVO,FASE OPERACIONAL,3441-57-98,3441-57-98,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RS
2026-06-18,cvm_cadastro_companhias_abertas,,507dc132c6c5cd5b23735ab3,KPMG AUDITORES INDEPENDENTES LTDA.,Jardim do Salso,Jardim do Salso,Categoria A,8133,9141-04-00,9141-04-00,57.755.217/0001-29,92.754.738/0001-62,7º andar,7º andar,PRIVADO,51,,51,51,RENNER,LOJAS RENNER SA,,1965-06-10,2010-01-01,2022-01-24,1977-07-20,1977-07-20,1977-07-20,acionistas@lojasrenner.com.br,acionistas@lojasrenner.com.br,2121-71-21,,"Av. Joaquim Porto Villanova, 401","Av. Joaquim Porto Villanova, 401",,PORTO ALEGRE,PORTO ALEGRE,BRASIL,,DANIEL MARTINS DOS SANTOS,Comércio (Atacado e Varejo),ATIVO,FASE OPERACIONAL,2121-70-00,2121-70-00,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RS
2026-06-18,cvm_cadastro_companhias_abertas,,13673057286ba59e6b02249f,KPMG AUDITORES INDEPENDENTES LTDA.,Jardim do Salso,Jardim do Salso,Categoria A,8133,9141-04-00,9141-04-00,57.755.217/0001-29,92.754.738/0001-62,7º andar,7º andar,PRIVADO,51,,51,51,RENNER,LOJAS RENNER SA,,1965-06-10,2010-01-01,2022-01-24,1977-07-20,1977-07-20,1977-07-20,acionistas@lojasrenner.com.br,acionistas@lojasrenner.com.br,2121-71-21,,"Av. Joaquim Porto Villanova, 401","Av. Joaquim Porto Villanova, 401",,PORTO ALEGRE,PORTO ALEGRE,BRASIL,,DANIEL MARTINS DOS SANTOS,Comércio (Atacado e Varejo),ATIVO,FASE OPERACIONAL,2121-70-00,2121-70-00,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RS
